,D01_test,D02_test,D03_test,D04_test,D05_test,D06_test,D07_test,D08_test,D09_test,D10_test,D11_test,D12_test,D13_test,D14_test,D15_test,D16_test,D17_test,D18_test,D19_test,D20_test,D21_test,D22_test,D23_test,D24_test
T13,0.9491424899915979,0.944765127388535,0.9461012582978302,0.9496039603960396,0.9467479070689058,0.9469520937360953,0.9447136781722876,0.9441669551456406,0.9335688352467864,0.9340051856562791,0.9364286413948477,0.9372762493256829,0.9478804725503822,,,,,,,,,,,
T14,0.9541867275524892,0.9492880339745191,0.9512280177352663,0.9537712895377128,0.9520967019847784,0.9530281236049799,0.948079693943459,0.9434470377019749,0.9326547754335689,0.9330508892063648,0.9324863347614123,0.9357671435619141,0.9484061452234399,0.9487205117952819,,,,,,,,,,
T15,0.9530778739184178,0.9476614145832298,0.9491508639897014,0.9524987629886195,0.9493808816245666,0.9505361466620547,0.9472017417982087,0.9444499553615713,0.9298365789216166,0.9302008188730747,0.9306592494998293,0.9344470496287612,0.9491542288557214,0.9495902657064813,0.9539499801508535,,,,,,,,,
T16,0.9498069498069498,0.945253841181443,0.94746233148295,0.9512871287128712,0.9466435471885063,0.9488791013015292,0.9457586855389488,0.9449341388531247,0.9292939164427071,0.9299468629649491,0.9307452204447912,0.9326364124859557,0.9476978095663835,0.9475826466792415,0.9533545057562525,0.9500594530321046,,,,,,,,
T17,0.9531312325488632,0.9472839444249386,0.9512670565302144,0.9543821121980435,0.9515669515669516,0.9519820493642484,0.9483446350219386,0.9435342452026655,0.9310396113231868,0.9356863908250531,0.9342098759329741,0.9370670888581041,0.9484877363695641,0.9483709273182958,0.9522712475584715,0.9514563106796117,0.947641368305575,,,,,,,
T18,0.9564566064116649,0.9521608040201005,0.9549206984539951,0.9563696336648508,0.9552462955546656,0.9554413452422533,0.9495949594959496,0.9435690913667254,0.9304551572860063,0.9332804206557865,0.9317955856034997,0.9363161819537659,0.9486261658684144,0.9491542488924688,0.9520168997082789,0.9512747020666767,0.9475899388716305,0.948326128480949,,,,,,
T19,0.9557926072934756,0.9504940612835613,0.9525654398251626,0.9574542024524649,0.9530434782608695,0.9527680031719284,0.949793911704822,0.9456630109670987,0.9329120797748927,0.9363587143771226,0.9358475702821132,0.937832512315271,0.9498825763253885,0.950129662876521,0.9535452322738386,0.9528701810383522,0.947744883767137,0.9505078669587732,0.9467837127411596,,,,,
T20,0.9537111738604276,0.9480624873199432,0.9518273264924431,0.9532889426957224,0.9515298394425932,0.9520209656284648,0.9472248876319378,0.9415709785590896,0.9311998384735752,0.9342779620138679,0.933661922245134,0.9367215749296907,0.9458950475899628,0.9462944162436548,0.9498501092424165,0.9495359334584369,0.9453698546909017,0.9484044442189641,0.9439432336543335,0.9467755847582323,,,,
T21,0.9522584475337654,0.948122357622482,0.9508521601268332,0.9533016061867936,0.9499876084262702,0.9485076101996442,0.9482178217821782,0.9454491403656543,0.9312542904775915,0.9335483240496433,0.9353292241463653,0.935509163971381,0.9495029821073558,0.9485242969293451,0.9527922561429635,0.9515409771083143,0.9473112438891906,0.949794727209774,0.944649810242003,0.9484842480681593,0.9484352598012558,,,
T22,0.9581063682281866,0.9529253864890391,0.956159078496599,0.9581330822969826,0.9553407682775713,0.954201118978066,0.9501736972704715,0.9452914798206278,0.9333399219251866,0.935590217979629,0.934976583682524,0.9371518706560852,0.9494929310086426,0.9507165326808809,0.9539782369971049,0.9516539440203562,0.9476138505804147,0.9509339975093399,0.9469189135508218,0.950216773807744,0.949214867819519,0.9484156593543253,,
T23,0.9570260223048327,0.9510942718979012,0.9542561654733492,0.9561895311337137,0.9538843385455448,0.9526923267449349,0.95043905343057,0.9482381047182958,0.9350700611801855,0.937288218828267,0.9373985738873862,0.9383760389514583,0.950608660945919,0.9509275882704967,0.9550825066055137,0.9539257637575879,0.950426333531628,0.9524804697218491,0.9477493555423359,0.9513008008754912,0.9512461523185384,0.949243363929546,0.9543449164725127,
T24,0.956697773169407,0.9519316714668785,0.9560096986491168,0.9575014825064242,0.9556236410357778,0.954745101909885,0.9496936153389998,0.9479481962983178,0.9351324828263003,0.9362368485441644,0.9360325474241459,0.9379924631723193,0.9511588580523227,0.9513723150357996,0.9550935344613705,0.9540292586164146,0.9500741473059812,0.9517952787145407,0.9479608966130147,0.9506325973703795,0.95096921322691,0.9510274820500124,0.9543433145567743,0.9503833786791986
